employee_id,age,gender,department_id,job_role_id,education_id,experience_years,monthly_income,salary_hike_percent,work_hours_per_week,overtime,remote_work,business_travel,distance_from_home,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,training_hours,projects_last_year,performance_rating,promotion_last_5_years,manager_rating,team_size,company_tenure,stock_option_level,marital_status,dependents,absences_last_year,health_score,stress_level,engagement_score,skill_score,ai_tool_usage,certification_count,job_level,bonus,years_in_current_role,years_with_manager,attrition,age_group,income_band,tenure_group,high_risk_segment
79218,30,Male,3,4,3,16,62682,29,38,No,Yes,Rarely,48,3,5,3,4,7,9,2,Yes,4,5,30,2,Single,1,15,79,16,48,25,Medium,6,6,32413,16,11,0,30-39,Low,21-30 yrs,Low Risk
79219,39,Female,5,2,2,32,121943,1,41,Yes,No,Rarely,46,3,2,5,5,4,4,1,Yes,5,11,22,1,Single,2,8,97,37,44,60,Medium,2,2,23982,9,8,0,30-39,Lower-Mid,21-30 yrs,Low Risk
79220,25,Male,2,4,1,35,150507,17,54,Yes,No,Never,1,3,4,1,1,105,4,5,No,2,24,1,0,Married,4,24,76,78,61,41,Medium,5,2,4690,15,14,0,20-29,Upper-Mid,0-5 yrs,Low Risk
79221,48,Female,1,2,3,24,89267,16,31,Yes,Yes,Never,48,5,2,4,4,56,5,1,Yes,1,5,27,2,Single,4,25,84,72,60,76,Medium,4,5,41926,11,14,0,40-49,Lower-Mid,21-30 yrs,Low Risk
79222,34,Female,3,2,3,11,174532,26,41,Yes,Yes,Never,40,2,4,1,2,95,14,5,No,2,8,29,2,Married,4,9,70,44,48,27,Medium,15,3,8230,9,16,0,30-39,High,21-30 yrs,High Risk
79223,39,Female,3,5,2,1,154024,16,60,No,No,Frequently,1,4,3,2,2,43,4,4,No,5,4,14,0,Single,4,0,83,42,79,64,Medium,11,7,37231,2,7,0,30-39,Upper-Mid,11-20 yrs,Low Risk
79224,32,Male,5,6,1,1,197331,5,44,Yes,Yes,Rarely,4,4,2,3,1,67,15,2,Yes,5,22,14,0,Single,3,2,100,50,81,97,Medium,6,1,13088,17,16,0,30-39,High,11-20 yrs,Low Risk
79225,44,Female,2,5,3,17,202802,21,47,Yes,No,Never,32,4,5,4,2,21,8,2,No,1,25,16,2,Married,0,28,88,74,85,72,High,7,5,17092,12,13,0,40-49,High,11-20 yrs,Low Risk
79226,58,Female,5,3,3,1,45674,23,52,No,Yes,Frequently,3,3,1,2,5,22,6,1,No,5,19,20,2,Married,4,0,54,50,17,4,High,15,6,38555,10,19,0,50-60,Low,11-20 yrs,Low Risk
79227,21,Male,2,2,1,26,127643,26,55,No,No,Never,15,5,4,1,5,21,14,2,No,4,9,19,2,Single,4,3,73,5,64,34,Low,7,6,2978,6,13,0,20-29,Upper-Mid,11-20 yrs,Low Risk
79228,22,Female,3,1,2,30,91388,10,70,Yes,No,Rarely,24,2,5,5,5,38,13,3,Yes,5,22,12,1,Single,0,16,72,35,50,80,Medium,14,2,43864,20,7,0,20-29,Lower-Mid,11-20 yrs,High Risk
79229,38,Male,2,1,2,6,61248,13,58,Yes,No,Rarely,2,4,5,2,1,30,10,5,Yes,4,23,18,1,Married,3,28,72,8,22,1,Low,11,3,23760,5,20,0,30-39,Low,11-20 yrs,Low Risk
79230,60,Female,2,1,2,12,94517,25,43,Yes,No,Never,10,1,3,5,1,22,7,3,No,5,3,8,3,Married,5,17,69,90,57,36,High,12,4,26204,13,1,1,50-60,Lower-Mid,6-10 yrs,High Risk
79231,47,Female,3,1,1,8,116049,24,60,No,No,Never,36,1,5,4,2,15,15,4,Yes,2,2,14,0,Single,0,9,44,47,35,11,Low,12,5,13766,18,1,0,40-49,Lower-Mid,11-20 yrs,Low Risk
79232,57,Male,6,2,1,26,175467,7,59,Yes,No,Rarely,35,5,4,1,4,48,3,1,No,1,17,12,0,Married,0,21,69,51,51,9,High,15,5,12265,14,6,0,50-60,High,11-20 yrs,Low Risk
79233,25,Male,6,2,2,17,140171,27,62,Yes,Yes,Rarely,10,1,4,5,3,97,3,1,No,5,14,26,2,Single,4,20,43,46,87,62,Low,3,1,49051,2,13,0,20-29,Upper-Mid,21-30 yrs,High Risk
79234,45,Female,2,6,1,32,54054,18,69,Yes,Yes,Never,28,3,5,1,2,92,4,5,Yes,1,15,28,2,Single,1,0,55,43,46,67,Medium,1,3,49347,20,8,0,40-49,Low,21-30 yrs,Low Risk
79235,28,Female,3,4,1,21,47337,22,37,Yes,Yes,Frequently,3,4,2,1,4,33,7,1,Yes,4,10,8,0,Single,1,22,99,56,18,11,Low,1,5,49715,14,3,0,20-29,Low,6-10 yrs,Low Risk
79236,31,Female,2,1,3,0,198707,17,35,No,Yes,Never,38,3,3,4,3,4,7,2,Yes,1,3,8,0,Single,1,30,60,28,26,63,Medium,5,1,5234,1,2,0,30-39,High,6-10 yrs,Low Risk
79237,39,Female,2,1,3,26,78852,26,45,Yes,Yes,Never,32,5,3,2,4,81,13,5,Yes,4,5,4,2,Married,5,0,99,58,6,36,Medium,3,7,36871,4,19,0,30-39,Lower-Mid,0-5 yrs,Low Risk
79238,46,Male,6,3,3,4,158880,3,60,Yes,No,Rarely,50,2,1,5,5,85,14,2,Yes,5,2,1,1,Married,2,9,100,54,39,59,High,3,6,27335,12,20,0,40-49,Upper-Mid,0-5 yrs,High Risk
79239,21,Male,5,4,1,19,160077,20,57,Yes,Yes,Rarely,31,3,4,4,4,41,2,5,No,4,7,1,1,Single,4,26,45,78,36,99,High,2,2,23049,17,2,0,20-29,Upper-Mid,0-5 yrs,Low Risk
79240,60,Male,3,5,2,18,96438,26,69,Yes,Yes,Never,11,2,3,2,5,55,8,3,Yes,1,19,22,2,Married,4,14,97,31,71,78,Low,6,2,20441,3,1,0,50-60,Lower-Mid,21-30 yrs,High Risk
79241,56,Male,2,4,2,9,115414,19,36,No,Yes,Never,43,1,5,2,4,17,10,3,Yes,2,25,23,0,Married,1,25,78,62,78,19,Low,0,7,46533,4,11,0,50-60,Lower-Mid,21-30 yrs,Low Risk
79242,32,Male,1,2,3,11,119338,13,32,Yes,Yes,Frequently,19,1,5,4,5,114,4,5,Yes,2,12,23,0,Single,1,6,71,66,19,26,Low,12,3,18212,12,13,0,30-39,Lower-Mid,21-30 yrs,High Risk
79243,22,Male,1,5,1,25,209686,17,39,Yes,No,Never,1,4,2,5,5,62,2,5,Yes,1,15,7,3,Single,4,7,44,1,29,25,Medium,5,6,42819,5,20,0,20-29,High,6-10 yrs,Low Risk
79244,25,Female,5,2,2,9,108573,8,37,No,Yes,Never,14,2,1,3,2,92,10,5,No,5,18,11,0,Single,1,19,92,96,34,29,High,12,6,6476,10,8,0,20-29,Lower-Mid,11-20 yrs,Low Risk
79245,25,Male,1,6,1,4,130723,29,46,No,No,Rarely,28,5,5,5,5,75,15,1,No,1,12,17,3,Married,5,24,99,62,20,7,Low,8,4,8767,0,19,0,20-29,Upper-Mid,11-20 yrs,Low Risk
79246,41,Male,1,6,1,19,120314,11,68,No,No,Never,40,3,5,5,2,20,12,4,Yes,3,18,19,3,Single,2,15,93,95,7,12,Medium,8,7,33482,5,13,0,40-49,Lower-Mid,11-20 yrs,Low Risk
79247,43,Female,5,5,1,19,196818,27,61,Yes,No,Never,41,5,2,2,3,1,12,3,Yes,3,15,21,2,Married,4,17,95,79,6,6,Low,11,7,32307,7,18,0,40-49,High,21-30 yrs,Low Risk
79248,51,Female,1,4,3,4,196638,20,41,Yes,Yes,Never,44,4,3,3,2,32,15,5,Yes,1,11,1,0,Married,4,6,94,47,20,7,Low,15,2,13546,3,6,0,50-60,High,0-5 yrs,Low Risk
79249,35,Female,5,6,3,32,149484,24,54,Yes,Yes,Frequently,29,2,3,5,3,0,2,3,No,2,12,20,0,Single,5,24,67,89,20,16,Low,10,2,21606,14,15,1,30-39,Upper-Mid,11-20 yrs,High Risk
79250,39,Female,6,4,1,16,104340,7,30,Yes,Yes,Frequently,44,1,3,5,3,46,9,2,No,2,9,0,0,Married,0,29,44,91,79,66,Medium,10,5,8398,12,0,1,30-39,Lower-Mid,0-5 yrs,High Risk
79251,43,Female,6,6,1,25,73890,5,55,Yes,No,Never,45,3,3,3,3,67,4,5,Yes,5,5,28,3,Single,4,4,72,58,62,59,High,15,5,2922,1,5,0,40-49,Lower-Mid,21-30 yrs,Low Risk
79252,34,Male,1,4,3,14,108430,15,66,No,Yes,Never,49,1,4,3,1,0,14,5,No,5,19,2,3,Single,3,7,83,31,65,57,Medium,13,5,7306,17,14,0,30-39,Lower-Mid,0-5 yrs,Low Risk
79253,28,Male,6,5,1,5,55653,26,55,No,Yes,Rarely,40,3,2,5,2,105,4,3,Yes,1,15,4,1,Married,0,25,65,2,81,10,High,9,7,26522,13,2,0,20-29,Low,0-5 yrs,Low Risk
79254,54,Female,6,2,3,9,43722,25,65,No,Yes,Never,9,4,4,1,5,12,3,1,No,2,19,29,2,Married,5,6,78,79,13,28,Low,3,2,32534,1,14,0,50-60,Low,21-30 yrs,Low Risk
79255,34,Male,2,2,2,10,197273,16,41,No,No,Rarely,7,4,4,5,3,47,4,1,No,1,10,18,1,Married,3,15,74,44,83,69,Medium,4,1,15544,18,11,0,30-39,High,11-20 yrs,Low Risk
79256,49,Female,4,5,2,22,211708,4,36,No,No,Frequently,39,1,5,3,1,84,6,4,No,5,24,26,1,Married,3,17,70,33,61,97,Medium,14,3,16275,19,0,0,40-49,High,21-30 yrs,Low Risk
79257,31,Male,6,6,2,23,183318,4,30,No,No,Never,29,1,4,5,5,92,13,2,No,4,10,8,1,Single,3,18,75,43,28,91,High,8,7,6447,15,16,0,30-39,High,6-10 yrs,Low Risk
79258,37,Male,6,6,2,25,176901,11,37,Yes,No,Frequently,27,5,4,1,2,108,7,5,No,3,18,5,1,Married,5,29,58,96,73,89,Low,0,3,21279,4,11,0,30-39,High,0-5 yrs,Low Risk
79259,42,Female,5,4,3,11,34998,30,44,Yes,No,Frequently,26,4,5,2,3,89,2,5,No,5,8,12,0,Married,0,13,70,12,31,26,High,6,2,19813,17,2,0,40-49,Low,11-20 yrs,Low Risk
79260,26,Female,5,6,3,15,90823,6,36,No,No,Frequently,22,2,5,4,1,8,2,4,Yes,5,2,13,3,Single,5,23,75,24,77,17,Low,4,6,25883,0,13,0,20-29,Lower-Mid,11-20 yrs,Low Risk
79261,53,Male,6,2,2,3,159968,6,33,No,Yes,Never,23,2,1,3,5,62,2,5,Yes,3,19,5,1,Married,2,29,41,28,70,16,High,11,2,13857,3,20,0,50-60,Upper-Mid,0-5 yrs,Low Risk
79262,54,Male,1,1,1,15,178070,29,46,No,Yes,Frequently,33,1,2,3,3,113,7,2,No,1,12,28,0,Married,0,23,45,22,30,62,Low,4,1,419,20,19,0,50-60,High,21-30 yrs,Low Risk
79263,31,Male,4,2,3,23,183812,8,30,Yes,No,Rarely,3,1,5,5,3,44,2,2,Yes,5,25,26,1,Married,3,25,52,22,88,59,Medium,1,4,4964,18,0,0,30-39,High,21-30 yrs,High Risk
79264,39,Male,2,1,1,12,202141,4,53,No,Yes,Never,25,4,3,3,1,113,5,5,No,2,11,3,0,Married,1,30,65,48,8,33,High,3,4,15173,12,1,0,30-39,High,0-5 yrs,Low Risk
79265,59,Male,6,1,2,15,96632,7,42,Yes,No,Rarely,34,1,4,4,1,113,7,1,Yes,5,16,8,3,Single,4,28,57,80,70,20,Low,7,6,19626,17,15,1,50-60,Lower-Mid,6-10 yrs,High Risk
79266,54,Female,6,4,2,33,110195,11,61,Yes,Yes,Frequently,4,2,2,2,3,68,12,2,No,3,6,24,3,Single,2,15,42,72,46,53,Low,6,3,4754,11,13,0,50-60,Lower-Mid,21-30 yrs,High Risk
79267,37,Female,1,2,2,15,183138,7,67,Yes,Yes,Rarely,45,2,1,3,3,64,8,3,No,4,13,0,0,Married,1,23,54,97,20,76,High,9,5,22788,8,15,1,30-39,High,0-5 yrs,High Risk
79268,34,Female,2,6,1,34,78810,22,44,Yes,No,Never,18,3,3,3,4,2,8,1,Yes,5,10,25,2,Married,5,29,54,1,79,6,Medium,12,4,22615,3,14,0,30-39,Lower-Mid,21-30 yrs,Low Risk
79269,32,Male,1,5,2,2,211644,5,65,Yes,Yes,Rarely,14,3,4,5,1,81,4,4,Yes,1,14,29,3,Married,2,3,67,70,42,8,Low,3,1,34428,20,13,0,30-39,High,21-30 yrs,Low Risk
79270,46,Female,1,1,3,11,76713,27,60,Yes,No,Frequently,49,4,4,2,5,111,12,5,No,1,13,9,0,Married,0,26,43,18,61,47,High,12,7,1219,19,8,0,40-49,Lower-Mid,6-10 yrs,Low Risk
79271,34,Male,4,4,3,12,101755,9,60,Yes,Yes,Frequently,41,3,4,3,3,58,10,1,No,3,19,10,1,Married,0,21,86,9,66,50,Low,1,1,532,11,14,0,30-39,Lower-Mid,6-10 yrs,Low Risk
79272,39,Female,3,4,3,20,209426,13,35,Yes,Yes,Rarely,26,4,4,3,3,50,15,1,No,5,19,29,0,Single,3,30,91,22,90,63,Medium,14,6,3581,17,0,0,30-39,High,21-30 yrs,Low Risk
79273,45,Female,5,3,2,6,79942,6,32,Yes,No,Frequently,24,4,1,5,1,11,11,2,No,2,10,30,1,Single,3,27,61,41,94,8,Low,4,3,32491,7,11,0,40-49,Lower-Mid,21-30 yrs,Low Risk
79274,32,Female,5,6,1,27,166380,6,67,No,Yes,Frequently,20,5,5,3,3,30,3,3,Yes,2,19,25,2,Married,5,29,83,6,57,67,Low,7,5,8603,18,18,0,30-39,Upper-Mid,21-30 yrs,Low Risk
79275,45,Female,4,2,2,17,204357,18,59,Yes,Yes,Never,46,2,4,4,1,62,14,1,No,1,22,18,0,Married,1,1,85,70,5,46,Medium,0,4,31482,13,8,0,40-49,High,11-20 yrs,High Risk
79276,52,Female,2,2,1,0,195370,0,70,Yes,No,Never,43,3,2,2,3,15,1,1,Yes,2,9,25,1,Single,1,16,40,97,83,27,Medium,2,1,46033,1,1,0,50-60,High,21-30 yrs,Low Risk
79277,49,Male,6,2,1,32,92678,7,58,No,No,Frequently,28,3,5,1,1,37,11,3,Yes,2,10,23,3,Married,0,20,49,9,49,53,High,15,7,39630,5,5,0,40-49,Lower-Mid,21-30 yrs,Low Risk
79278,55,Male,4,6,3,20,108961,20,58,Yes,Yes,Never,13,2,3,5,1,70,3,1,No,4,2,29,2,Married,4,5,55,48,4,7,High,9,6,42944,5,2,0,50-60,Lower-Mid,21-30 yrs,High Risk
79279,28,Female,1,3,1,13,115789,16,64,Yes,No,Never,16,5,1,2,1,67,5,5,Yes,4,9,21,3,Married,1,5,89,75,51,77,High,13,5,43230,3,3,0,20-29,Lower-Mid,21-30 yrs,Low Risk
79280,37,Female,2,6,2,31,139960,25,37,No,No,Frequently,34,5,5,1,5,60,15,2,Yes,4,13,15,3,Married,3,29,46,76,27,18,High,9,7,614,0,13,0,30-39,Upper-Mid,11-20 yrs,Low Risk
79281,25,Female,4,2,3,8,35316,24,37,Yes,Yes,Never,13,5,4,5,4,74,7,2,No,5,13,22,3,Single,3,12,98,7,71,6,Low,1,2,44165,5,4,0,20-29,Low,21-30 yrs,Low Risk
79282,55,Male,1,3,3,33,185981,30,33,No,Yes,Rarely,44,4,5,4,2,35,11,4,Yes,5,12,27,1,Single,0,23,70,28,94,36,Low,12,6,24453,3,11,0,50-60,High,21-30 yrs,Low Risk
79283,46,Male,4,1,1,16,137746,7,61,Yes,Yes,Rarely,41,2,5,5,3,13,6,2,No,2,23,0,1,Married,0,7,43,33,32,69,High,6,1,34814,7,19,0,40-49,Upper-Mid,0-5 yrs,High Risk
79284,54,Male,1,4,2,34,145111,12,64,No,No,Rarely,13,1,2,4,3,1,10,1,No,4,9,17,2,Married,5,11,72,94,67,4,High,6,3,24226,19,4,0,50-60,Upper-Mid,11-20 yrs,Low Risk
79285,48,Male,6,4,2,2,165786,27,53,Yes,No,Rarely,3,2,5,3,1,10,3,4,Yes,5,14,14,0,Married,4,0,68,18,81,39,Low,7,2,9750,5,14,0,40-49,Upper-Mid,11-20 yrs,High Risk
79286,25,Female,4,4,3,9,34978,25,57,No,Yes,Never,50,2,2,3,5,118,13,3,Yes,5,8,22,3,Single,0,24,79,48,35,98,Low,8,2,10171,12,13,0,20-29,Low,21-30 yrs,Low Risk
79287,29,Female,3,4,3,31,68279,20,58,No,No,Never,22,3,5,5,2,37,5,4,No,5,19,26,2,Married,0,29,92,15,43,15,Medium,2,7,12400,12,1,0,20-29,Low,21-30 yrs,Low Risk
79288,58,Female,2,1,2,6,58402,21,38,Yes,No,Frequently,32,5,2,2,5,28,13,2,Yes,4,13,0,0,Single,0,4,51,2,27,100,Medium,2,5,571,17,15,0,50-60,Low,0-5 yrs,Low Risk
79289,53,Male,6,3,1,31,150437,3,48,No,No,Never,3,4,4,1,3,34,13,1,No,5,22,20,0,Single,1,23,93,72,54,6,Medium,13,2,27653,2,18,0,50-60,Upper-Mid,11-20 yrs,Low Risk
79290,22,Female,1,4,1,14,155612,14,53,Yes,No,Rarely,46,1,2,1,5,6,12,2,No,3,17,19,3,Married,2,28,82,47,37,41,High,9,4,6411,17,4,0,20-29,Upper-Mid,11-20 yrs,High Risk
79291,41,Female,6,5,2,28,43736,20,54,No,No,Never,47,3,4,4,1,28,7,4,No,1,23,14,3,Married,3,0,72,95,93,76,Medium,14,2,15331,19,10,0,40-49,Low,11-20 yrs,Low Risk
79292,34,Female,5,2,3,10,145291,16,62,No,No,Never,24,5,1,4,3,14,12,5,No,1,18,30,3,Married,0,22,66,65,71,13,High,11,6,24839,13,2,0,30-39,Upper-Mid,21-30 yrs,Low Risk
79293,53,Female,4,6,2,32,82015,3,55,Yes,Yes,Frequently,1,4,4,4,1,34,6,4,No,3,2,17,3,Married,3,28,54,45,65,89,High,12,4,28390,17,19,0,50-60,Lower-Mid,11-20 yrs,Low Risk
79294,45,Male,3,3,2,35,180080,13,43,Yes,Yes,Rarely,24,5,5,4,5,97,3,4,Yes,3,10,10,3,Single,2,8,41,64,28,61,High,12,7,37596,10,2,0,40-49,High,6-10 yrs,Low Risk
79295,32,Male,5,1,3,32,124829,6,65,No,Yes,Frequently,31,2,4,4,3,21,11,3,Yes,3,22,29,2,Married,5,26,53,4,25,23,High,15,2,49459,8,4,0,30-39,Upper-Mid,21-30 yrs,Low Risk
79296,25,Female,3,2,1,25,123515,14,60,No,No,Never,36,3,5,1,3,27,12,2,Yes,5,21,3,1,Single,1,5,61,93,81,64,Low,8,2,47905,6,12,0,20-29,Upper-Mid,0-5 yrs,Low Risk
79297,59,Female,3,1,2,24,48413,15,42,Yes,Yes,Never,23,1,1,2,3,86,12,4,Yes,3,12,27,2,Married,3,2,89,37,91,46,Medium,2,3,22618,1,9,0,50-60,Low,21-30 yrs,High Risk
79298,32,Male,4,5,1,35,155975,24,55,No,Yes,Rarely,48,1,4,2,5,42,13,3,Yes,2,6,15,0,Married,2,25,77,24,16,29,Low,7,7,857,9,1,0,30-39,Upper-Mid,11-20 yrs,Low Risk
79299,49,Male,6,4,2,16,41932,5,51,Yes,No,Frequently,39,1,4,2,4,33,1,1,No,2,8,10,0,Married,3,25,77,19,53,41,High,14,1,13695,19,16,0,40-49,Low,6-10 yrs,High Risk
79300,58,Female,4,1,1,30,42342,15,52,Yes,No,Rarely,41,5,4,4,4,48,4,1,Yes,5,15,23,2,Single,2,0,41,42,76,47,Low,2,3,8598,10,4,0,50-60,Low,21-30 yrs,Low Risk
79301,43,Female,4,1,1,5,213560,6,55,No,Yes,Never,17,2,3,3,4,95,14,2,Yes,3,21,19,3,Single,4,14,81,50,84,51,Low,8,6,20,1,3,0,40-49,High,11-20 yrs,Low Risk
79302,22,Female,1,6,1,27,92060,27,50,Yes,Yes,Never,39,4,4,4,1,64,12,5,No,1,6,28,2,Married,0,8,83,29,90,35,Medium,8,5,28377,18,3,0,20-29,Lower-Mid,21-30 yrs,Low Risk
79303,59,Female,5,4,3,21,215186,16,50,No,No,Never,13,1,5,5,4,65,4,1,No,2,17,4,2,Single,4,14,74,56,89,70,Low,3,6,8408,14,18,0,50-60,High,0-5 yrs,Low Risk
79304,34,Female,1,2,2,10,106803,25,68,Yes,Yes,Rarely,38,4,5,1,3,90,13,3,No,5,16,21,3,Married,0,8,43,92,83,94,High,12,1,5048,16,16,0,30-39,Lower-Mid,21-30 yrs,Low Risk
79305,25,Female,3,4,1,35,204406,23,53,No,No,Rarely,44,4,4,1,5,26,10,3,Yes,5,4,5,0,Married,0,15,47,5,53,52,Medium,3,4,42482,1,6,0,20-29,High,0-5 yrs,Low Risk
79306,38,Male,6,2,2,5,157601,19,64,Yes,Yes,Never,18,5,5,5,3,55,9,3,Yes,2,21,20,2,Single,1,9,59,75,59,46,Low,6,3,33334,10,10,0,30-39,Upper-Mid,11-20 yrs,Low Risk
79307,31,Female,6,5,3,34,56474,16,41,No,Yes,Frequently,36,4,4,1,1,30,4,1,Yes,5,6,24,2,Married,5,15,83,35,22,2,Low,1,7,18808,11,5,0,30-39,Low,21-30 yrs,Low Risk
79308,26,Male,1,6,1,33,33177,4,67,Yes,No,Rarely,30,1,1,1,3,65,15,5,No,4,18,8,1,Married,1,28,63,93,34,15,Medium,0,6,14783,3,17,1,20-29,Low,6-10 yrs,High Risk
79309,34,Male,4,1,3,15,187023,16,34,No,No,Frequently,35,5,5,5,1,106,6,4,Yes,3,11,5,3,Single,2,4,85,10,14,6,Medium,5,1,9324,16,19,0,30-39,High,0-5 yrs,Low Risk
79310,43,Male,6,6,3,8,75510,9,68,No,No,Never,19,4,2,5,4,22,14,5,No,1,18,17,0,Married,4,5,48,7,24,77,Low,12,3,46204,6,4,0,40-49,Lower-Mid,11-20 yrs,Low Risk
79311,25,Male,5,5,3,16,158339,9,48,No,No,Never,19,1,5,3,5,77,15,1,Yes,3,25,27,3,Married,5,4,73,64,98,78,Medium,14,5,14628,0,3,0,20-29,Upper-Mid,21-30 yrs,Low Risk
79312,27,Male,3,2,2,20,46116,12,37,No,Yes,Never,34,4,2,1,4,86,8,2,Yes,3,2,5,0,Single,0,20,43,7,67,69,Low,5,2,35285,18,6,0,20-29,Low,0-5 yrs,Low Risk
79313,26,Female,4,1,1,6,110143,24,30,Yes,No,Rarely,36,3,5,4,5,92,10,2,No,2,12,5,0,Married,3,1,79,45,10,89,Low,0,5,13439,14,10,0,20-29,Lower-Mid,0-5 yrs,Low Risk
79314,44,Male,4,3,2,16,202698,1,59,Yes,Yes,Never,37,3,1,2,2,102,10,2,No,3,9,11,2,Married,3,27,87,67,5,84,Medium,8,4,9669,9,5,0,40-49,High,11-20 yrs,Low Risk
79315,39,Male,3,2,3,25,169318,16,44,Yes,No,Frequently,25,4,1,1,2,12,10,3,No,4,24,13,2,Single,5,24,96,4,23,95,Low,10,5,34030,1,4,0,30-39,Upper-Mid,11-20 yrs,Low Risk
79316,60,Male,6,4,2,8,118363,9,38,No,No,Frequently,8,4,2,5,3,92,5,1,Yes,3,12,3,2,Single,2,3,62,11,39,21,High,3,2,48502,1,10,0,50-60,Lower-Mid,0-5 yrs,Low Risk
79317,57,Female,6,6,1,10,74404,1,63,Yes,No,Never,9,4,4,2,2,47,4,2,No,2,21,0,2,Married,0,11,89,64,79,60,Medium,15,5,382,4,1,0,50-60,Lower-Mid,0-5 yrs,Low Risk
79318,45,Male,2,3,2,34,214308,2,62,No,Yes,Frequently,27,2,1,2,4,117,6,3,Yes,3,11,29,2,Single,1,0,84,100,95,65,Low,6,2,25604,2,18,0,40-49,High,21-30 yrs,Low Risk
79319,32,Female,2,6,1,10,148570,21,65,No,Yes,Rarely,49,4,3,4,4,71,13,5,No,4,7,6,2,Single,5,2,52,14,78,41,High,15,7,22541,17,14,0,30-39,Upper-Mid,6-10 yrs,Low Risk
79320,48,Male,1,5,3,1,152419,7,45,No,No,Never,34,3,3,5,5,80,10,4,No,2,11,16,3,Married,5,4,44,26,59,23,High,11,7,35209,9,18,0,40-49,Upper-Mid,11-20 yrs,Low Risk
79321,49,Male,2,4,3,35,101118,22,52,Yes,No,Never,37,5,5,3,3,5,13,2,Yes,3,7,6,1,Married,4,4,85,58,9,8,Medium,7,4,26438,14,2,0,40-49,Lower-Mid,6-10 yrs,Low Risk
79322,57,Female,6,5,1,9,32513,1,46,No,Yes,Frequently,32,5,2,3,5,55,9,3,Yes,2,5,28,1,Married,5,21,64,63,40,77,High,13,6,26865,7,1,0,50-60,Low,21-30 yrs,Low Risk
79323,42,Female,4,6,2,33,171571,0,49,No,Yes,Frequently,21,5,5,3,4,67,2,5,Yes,2,12,21,1,Married,2,29,44,32,71,65,High,15,4,11631,10,4,0,40-49,High,21-30 yrs,Low Risk
79324,34,Female,5,6,3,33,103637,17,66,Yes,No,Frequently,12,5,2,4,5,17,12,3,Yes,2,4,25,1,Married,2,0,68,76,58,48,Medium,9,6,29284,17,11,0,30-39,Lower-Mid,21-30 yrs,Low Risk
79325,60,Female,4,6,3,29,35160,29,54,No,No,Rarely,12,3,2,4,4,19,15,3,No,2,17,19,0,Single,0,11,96,47,43,8,Medium,4,4,27110,12,14,0,50-60,Low,11-20 yrs,Low Risk
79326,55,Female,1,2,1,26,55910,9,65,No,Yes,Never,1,3,5,5,5,97,4,2,No,1,17,25,3,Married,5,6,54,64,51,91,Low,14,7,7256,13,1,0,50-60,Low,21-30 yrs,Low Risk
79327,33,Female,2,3,1,21,169321,7,46,No,No,Rarely,9,4,3,4,3,120,11,4,Yes,1,4,13,2,Married,1,12,62,53,38,37,Medium,6,2,42793,14,9,0,30-39,Upper-Mid,11-20 yrs,Low Risk
79328,25,Female,5,3,3,35,198495,2,31,No,No,Rarely,14,2,2,1,2,79,12,1,Yes,5,5,6,3,Married,1,7,73,60,28,85,Low,7,7,16277,17,11,0,20-29,High,6-10 yrs,Low Risk
79329,39,Female,5,2,1,33,86238,20,41,No,No,Rarely,37,3,4,2,3,80,13,3,No,5,4,27,2,Married,0,5,66,19,55,84,Medium,8,7,22191,6,10,0,30-39,Lower-Mid,21-30 yrs,Low Risk
79330,31,Female,4,4,2,31,181896,28,30,No,Yes,Frequently,24,1,5,4,3,82,15,2,Yes,5,13,5,0,Married,4,6,71,96,93,82,Low,6,6,20117,0,3,0,30-39,High,0-5 yrs,Low Risk
79331,57,Female,3,5,2,22,198869,26,59,No,Yes,Rarely,39,4,4,2,2,75,8,3,Yes,2,4,27,3,Single,1,5,89,38,28,62,High,6,7,11538,18,6,0,50-60,High,21-30 yrs,Low Risk
79332,23,Female,2,4,2,19,128459,8,45,Yes,No,Frequently,34,3,4,5,1,88,8,4,No,1,3,15,2,Married,2,9,46,39,48,39,High,1,7,44553,1,4,0,20-29,Upper-Mid,11-20 yrs,Low Risk
79333,28,Male,6,4,3,19,117404,2,38,Yes,No,Frequently,7,3,5,2,2,43,10,4,Yes,2,2,30,0,Married,4,8,45,76,53,50,Low,5,4,49314,4,4,0,20-29,Lower-Mid,21-30 yrs,Low Risk
79334,42,Male,6,4,3,32,196126,0,45,Yes,Yes,Rarely,7,5,5,3,3,28,9,2,Yes,4,12,0,3,Married,4,25,68,21,31,97,Low,3,2,25671,4,11,0,40-49,High,0-5 yrs,Low Risk
79335,48,Female,3,1,1,18,55700,18,70,Yes,Yes,Rarely,42,5,5,5,1,106,5,1,Yes,2,9,28,2,Married,0,14,42,34,32,79,High,10,2,40864,7,4,0,40-49,Low,21-30 yrs,Low Risk
79336,42,Male,2,6,3,8,146720,21,41,Yes,No,Rarely,11,2,1,1,3,95,3,5,No,4,14,7,0,Single,5,19,72,49,17,44,High,15,6,39232,20,11,0,40-49,Upper-Mid,6-10 yrs,High Risk
79337,57,Male,2,2,1,4,105955,27,65,Yes,Yes,Rarely,26,1,2,2,2,79,1,2,No,5,2,14,1,Married,4,5,62,53,84,63,High,9,7,18486,15,12,0,50-60,Lower-Mid,11-20 yrs,High Risk
